"Prelimbic area, layer 5"
"Prelimbic area, layer 6a"
"Prelimbic area, layer 6b"
"Infralimbic area, layer 1"
"Infralimbic area, layer 2/3"
"Infralimbic area, layer 5"
"Infralimbic area, layer 6a"
"Infralimbic area, layer 6b"
"Orbital area, lateral part, layer 1"
"Orbital area, lateral part, layer 2/3"
"Orbital area, lateral part, layer 5"
"Orbital area, lateral part, layer 6a"
"Orbital area, lateral part, layer 6b"
"Orbital area, medial part, layer 1"
"Orbital area, medial part, layer 2/3"
"Orbital area, medial part, layer 5"
"Orbital area, medial part, layer 6a"
"Orbital area, medial part, layer 6b"
"Orbital area, ventrolateral part, layer 1"
"Orbital area, ventrolateral part, layer 2/3"
"Orbital area, ventrolateral part, layer 5"
"Orbital area, ventrolateral part, layer 6a"
"Orbital area, ventrolateral part, layer 6b"
"Agranular insular area, dorsal part, layer 1"
"Agranular insular area, dorsal part, layer 2/3"
"Agranular insular area, dorsal part, layer 5"
"Agranular insular area, dorsal part, layer 6a"
"Agranular insular area, dorsal part, layer 6b"
"Agranular insular area, posterior part, layer 1"
"Agranular insular area, posterior part, layer 2/3"
"Agranular insular area, posterior part, layer 5"
"Agranular insular area, posterior part, layer 6a"
"Agranular insular area, posterior part, layer 6b"
"Agranular insular area, ventral part, layer 1"
"Agranular insular area, ventral part, layer 2/3"
"Agranular insular area, ventral part, layer 5"
"Agranular insular area, ventral part, layer 6a"
"Agranular insular area, ventral part, layer 6b"
"Retrosplenial area, lateral agranular part, layer 1"
"Retrosplenial area, lateral agranular part, layer 2/3"
"Retrosplenial area, lateral agranular part, layer 5"
"Retrosplenial area, lateral agranular part, layer 6a"
"Retrosplenial area, lateral agranular part, layer 6b"
"Retrosplenial area, dorsal part, layer 1"
"Retrosplenial area, dorsal part, layer 2/3"
"Retrosplenial area, dorsal part, layer 5"
"Retrosplenial area, dorsal part, layer 6a"
"Retrosplenial area, dorsal part, layer 6b"
"Retrosplenial area, ventral part, layer 1"
"Retrosplenial area, ventral part, layer 2/3"
"Retrosplenial area, ventral part, layer 5"
"Retrosplenial area, ventral part, layer 6a"
"Retrosplenial area, ventral part, layer 6b"
"Anterior area, layer 1"
"Anterior area, layer 2/3"
"Anterior area, layer 4"
"Anterior area, layer 5"
"Anterior area, layer 6a"
"Anterior area, layer 6b"
"Rostrolateral area, layer 1"
"Rostrolateral area, layer 2/3"
"Rostrolateral area, layer 4"
"Rostrolateral area, layer 5"
"Rostrolateral area, layer 6a"
"Rostrolateral area, layer 6b"
"Temporal association areas, layer 1"
"Temporal association areas, layer 2/3"
"Temporal association areas, layer 4"
"Temporal association areas, layer 5"
"Temporal association areas, layer 6a"
"Temporal association areas, layer 6b"
"Perirhinal area, layer 6a"
"Perirhinal area, layer 6b"
"Perirhinal area, layer 1"
"Perirhinal area, layer 5"
"Perirhinal area, layer 2/3"
Ectorhinal area/Layer 1
Ectorhinal area/Layer 2/3
Ectorhinal area/Layer 5
Ectorhinal area/Layer 6a
Ectorhinal area/Layer 6b
Main olfactory bulb
Anterior olfactory nucleus
Dorsal peduncular area
Piriform area
Piriform-amygdalar area
Postpiriform transition area
"Accessory olfactory bulb, glomerular layer"
"Accessory olfactory bulb, granular layer"
"Accessory olfactory bulb, mitral layer"
"Taenia tecta, dorsal part"
"Taenia tecta, ventral part"
"Nucleus of the lateral olfactory tract, molecular layer"
"Nucleus of the lateral olfactory tract, pyramidal layer"
"Nucleus of the lateral olfactory tract, layer 3"
"Cortical amygdalar area, anterior part"
"Cortical amygdalar area, posterior part, lateral zone"
"Cortical amygdalar area, posterior part, medial zone"
Fasciola cinerea
Induseum griseum
Field CA1
Field CA2
Field CA3
"Dentate gyrus, molecular layer"
"Dentate gyrus, polymorph layer"
"Dentate gyrus, granule cell layer"
Parasubiculum
Postsubiculum
Presubiculum
Subiculum
Prosubiculum
Hippocampo-amygdalar transition area
Area prostriata
"Entorhinal area, lateral part, layer 1"
"Entorhinal area, lateral part, layer 2"
"Entorhinal area, lateral part, layer 3"
"Entorhinal area, lateral part, layer 5"
"Entorhinal area, lateral part, layer 6a"
"Entorhinal area, medial part, dorsal zone, layer 1"
"Entorhinal area, medial part, dorsal zone, layer 2"
"Entorhinal area, medial part, dorsal zone, layer 3"
"Entorhinal area, medial part, dorsal zone, layer 5"
"Entorhinal area, medial part, dorsal zone, layer 6"
Claustrum
"Endopiriform nucleus, dorsal part"
Lateral amygdalar nucleus
Posterior amygdalar nucleus
"Endopiriform nucleus, ventral part"
"Basolateral amygdalar nucleus, anterior part"
"Basolateral amygdalar nucleus, posterior part"
"Basolateral amygdalar nucleus, ventral part"
"Basomedial amygdalar nucleus, anterior part"
"Basomedial amygdalar nucleus, posterior part"
Caudoputamen
Nucleus accumbens
Fundus of striatum
Olfactory tubercle
"Lateral septal nucleus, caudal (caudodorsal) part"
"Lateral septal nucleus, rostral (rostroventral) part"
"Lateral septal nucleus, ventral part"
Septofimbrial nucleus
Septohippocampal nucleus
Anterior amygdalar area
Bed nucleus of the accessory olfactory tract
"Central amygdalar nucleus, capsular part"
"Central amygdalar nucleus, lateral part"
"Central amygdalar nucleus, medial part"
Intercalated amygdalar nucleus
Medial amygdalar nucleus
"Globus pallidus, external segment"
"Globus pallidus, internal segment"
Substantia innominata
Magnocellular nucleus
Diagonal band nucleus
Triangular nucleus of septum
Medial septal nucleus
Bed nuclei of the stria terminalis
Bed nucleus of the anterior commissure
Subparafascicular area
Peripeduncular nucleus
"Subparafascicular nucleus, magnocellular part"
"Subparafascicular nucleus, parvicellular part"
Ventral anterior-lateral complex of the thalamus
Ventral medial nucleus of the thalamus
Posterior triangular thalamic nucleus
Ventral posterolateral nucleus of the thalamus
Ventral posteromedial nucleus of the thalamus
"Ventral posteromedial nucleus of the thalamus, parvicellular part"
"Ventral posterolateral nucleus of the thalamus, parvicellular part"
Subparafascicular nucleus
"Medial geniculate complex, dorsal part"
"Medial geniculate complex, ventral part"
"Medial geniculate complex, medial part"
"Dorsal part of the lateral geniculate complex, shell"
"Dorsal part of the lateral geniculate complex, core"
"Dorsal part of the lateral geniculate complex, ipsilateral zone"
Reticular nucleus of the thalamus
Lateral posterior nucleus of the thalamus
Posterior limiting nucleus of the thalamus
Ethmoid nucleus of the thalamus
Posterior complex of the thalamus
Suprageniculate nucleus
Anteroventral nucleus of thalamus
Anterodorsal nucleus
Interanteromedial nucleus of the thalamus
Interanterodorsal nucleus of the thalamus
Lateral dorsal nucleus of thalamus
"Anteromedial nucleus, dorsal part"
"Anteromedial nucleus, ventral part"
Intermediodorsal nucleus of the thalamus
Mediodorsal nucleus of thalamus
Submedial nucleus of the thalamus
Perireunensis nucleus
Paraventricular nucleus of the thalamus
Parataenial nucleus
Nucleus of reuniens
Xiphoid thalamic nucleus
Rhomboid nucleus
Central medial nucleus of the thalamus
Paracentral nucleus
Central lateral nucleus of the thalamus
Parafascicular nucleus
Posterior intralaminar thalamic nucleus
Intergeniculate leaflet of the lateral geniculate complex
Ventral part of the lateral geniculate complex
Subgeniculate nucleus
Intermediate geniculate nucleus
Medial habenula
Lateral habenula
Median eminence
Supraoptic nucleus
Accessory supraoptic group
Paraventricular hypothalamic nucleus
"Periventricular hypothalamic nucleus, anterior part"
"Periventricular hypothalamic nucleus, intermediate part"
Arcuate hypothalamic nucleus
Anterodorsal preoptic nucleus
Anteroventral preoptic nucleus
Anteroventral periventricular nucleus
Dorsomedial nucleus of the hypothalamus
Median preoptic nucleus
Medial preoptic area
Vascular organ of the lamina terminalis
Posterodorsal preoptic nucleus
Parastrial nucleus
"Periventricular hypothalamic nucleus, posterior part"
"Periventricular hypothalamic nucleus, preoptic part"
Subparaventricular zone
Suprachiasmatic nucleus
Subfornical organ
Ventromedial preoptic nucleus
Ventrolateral preoptic nucleus
Anterior hypothalamic nucleus
Medial preoptic nucleus
Dorsal premammillary nucleus
Ventral premammillary nucleus
"Paraventricular hypothalamic nucleus, descending division"
Ventromedial hypothalamic nucleus
Posterior hypothalamic nucleus
Lateral mammillary nucleus
Supramammillary nucleus
"Medial mammillary nucleus, median part"
"Medial mammillary nucleus, lateral part"
"Medial mammillary nucleus, medial part"
"Medial mammillary nucleus, posterior part"
"Medial mammillary nucleus, dorsal part"
"Tuberomammillary nucleus, dorsal part"
"Tuberomammillary nucleus, ventral part"
Lateral hypothalamic area
Lateral preoptic area
Preparasubthalamic nucleus
Parasubthalamic nucleus
Perifornical nucleus
Retrochiasmatic area
Subthalamic nucleus
Tuberal nucleus
Fields of Forel
Nucleus of the brachium of the inferior colliculus
Nucleus sagulum
Parabigeminal nucleus
Midbrain trigeminal nucleus
Subcommissural organ
"Superior colliculus, optic layer"
"Superior colliculus, superficial gray layer"
"Superior colliculus, zonal layer"
"Inferior colliculus, central nucleus"
"Inferior colliculus, dorsal nucleus"
"Inferior colliculus, external nucleus"
"Substantia nigra, reticular part"
Ventral tegmental area
Paranigral nucleus
"Midbrain reticular nucleus, retrorubral area"
Midbrain reticular nucleus
Cuneiform nucleus
Red nucleus
Oculomotor nucleus
Medial accesory oculomotor nucleus
Edinger-Westphal nucleus
Trochlear nucleus
Paratrochlear nucleus
Ventral tegmental nucleus
Anterior tegmental nucleus
Lateral terminal nucleus of the accessory optic tract
Dorsal terminal nucleus of the accessory optic tract
Medial terminal nucleus of the accessory optic tract
"Superior colliculus, motor related, deep gray layer"
"Superior colliculus, motor related, deep white layer"
"Superior colliculus, motor related, intermediate white layer"
"Superior colliculus, motor related, intermediate gray layer"
Precommissural nucleus
Interstitial nucleus of Cajal
Nucleus of Darkschewitsch
Supraoculomotor periaqueductal gray
Anterior pretectal nucleus
Medial pretectal area
Nucleus of the optic tract
Nucleus of the posterior commissure
Olivary pretectal nucleus
Posterior pretectal nucleus
Retroparafascicular nucleus
"Substantia nigra, compact part"
Pedunculopontine nucleus
Interfascicular nucleus raphe
Rostral linear nucleus raphe
Central linear nucleus raphe
Dorsal nucleus raphe
"Interpeduncular nucleus, rostral"
"Interpeduncular nucleus, caudal"
"Interpeduncular nucleus, apical"
"Interpeduncular nucleus, lateral"
"Interpeduncular nucleus, intermediate"
"Interpeduncular nucleus, dorsomedial"
"Interpeduncular nucleus, dorsolateral"
"Interpeduncular nucleus, rostrolateral"
Nucleus of the lateral lemniscus
Principal sensory nucleus of the trigeminal
Koelliker-Fuse subnucleus
"Superior olivary complex, periolivary region"
"Superior olivary complex, medial part"
"Superior olivary complex, lateral part"
Barrington's nucleus
Dorsal tegmental nucleus
Posterodorsal tegmental nucleus
Pontine central gray
Pontine gray
"Pontine reticular nucleus, caudal part"
Supragenual nucleus
Supratrigeminal nucleus
Tegmental reticular nucleus
Motor nucleus of trigeminal
Peritrigeminal zone
Accessory trigeminal nucleus
Parvicellular motor 5 nucleus
Intertrigeminal nucleus
Superior central nucleus raphe
Locus ceruleus
Laterodorsal tegmental nucleus
Nucleus incertus
Pontine reticular nucleus
Nucleus raphe pontis
Subceruleus nucleus
Sublaterodorsal nucleus
Area postrema
External cuneate nucleus
Nucleus of the trapezoid body
Nucleus of the solitary tract
"Spinal nucleus of the trigeminal, caudal part"
"Spinal nucleus of the trigeminal, interpolar part"
"Spinal nucleus of the trigeminal, oral part"
Paratrigeminal nucleus
Dorsal cochlear nucleus
Ventral cochlear nucleus
Gracile nucleus
Cuneate nucleus
Abducens nucleus
Facial motor nucleus
Accessory facial motor nucleus
Dorsal motor nucleus of the vagus nerve
Gigantocellular reticular nucleus
Infracerebellar nucleus
Inferior olivary complex
Intermediate reticular nucleus
Inferior salivatory nucleus
Linear nucleus of the medulla
Magnocellular reticular nucleus
Parvicellular reticular nucleus
Parasolitary nucleus
Parapyramidal nucleus
Nucleus x
Hypoglossal nucleus
Nucleus y
Nucleus of Roller
Nucleus prepositus
Lateral vestibular nucleus
Medial vestibular nucleus
Spinal vestibular nucleus
Superior vestibular nucleus
"Nucleus ambiguus, dorsal division"
"Nucleus ambiguus, ventral division"
"Lateral reticular nucleus, magnocellular part"
"Lateral reticular nucleus, parvicellular part"
"Medullary reticular nucleus, dorsal part"
"Medullary reticular nucleus, ventral part"
"Paragigantocellular reticular nucleus, dorsal part"
"Paragigantocellular reticular nucleus, lateral part"
Perihypoglossal nuclei
Vestibular nuclei
Nucleus raphe magnus
Nucleus raphe pallidus
Nucleus raphe obscurus
Lingula (I)
Lobule II
Lobule III
Lobules IV-V
Declive (VI)
Folium-tuber vermis (VII)
Pyramus (VIII)
Uvula (IX)
Nodulus (X)
Simple lobule
Paramedian lobule
Copula pyramidis
Paraflocculus
Flocculus
Crus 1
Crus 2
Fastigial nucleus
Interposed nucleus
Dentate nucleus
Vestibulocerebellar nucleus
vomeronasal nerve
trochlear nerve
olfactory nerve layer of main olfactory bulb
"lateral olfactory tract, body"
dorsal limb
"lateral olfactory tract, general"
"anterior commissure, olfactory limb"
brachium of the superior colliculus
superior colliculus commissure
optic chiasm
optic tract
medial longitudinal fascicle
posterior commissure
cochlear nerve
motor root of the trigeminal nerve
spinal tract of the trigeminal nerve
genu of the facial nerve
trapezoid body
dorsal acoustic stria
lateral lemniscus
inferior colliculus commissure
brachium of the inferior colliculus
vestibular nerve
cuneate fascicle
medial lemniscus
solitary tract
cerebellar commissure
uncinate fascicle
ventral spinocerebellar tract
middle cerebellar peduncle
superior cerebellar peduncle decussation
dorsal spinocerebellar tract
arbor vitae
supra-callosal cerebral white matter
"corpus callosum, extreme capsule"
genu of corpus callosum
"corpus callosum, posterior forceps"
"corpus callosum, body"
"corpus callosum, splenium"
external capsule
internal capsule
cerebal peduncle
pyramid
pyramidal decussation
external medullary lamina of the thalamus
optic radiation
auditory radiation
nigrostriatal tract
direct tectospinal pathway
doral tegmental decussation
crossed tectospinal pathway
ventral tegmental decussation
amygdalar capsule
"anterior commissure, temporal limb"
cingulum bundle
alveus
medial corticohypothalamic tract
columns of the fornix
dorsal hippocampal commissure
ventral hippocampal commissure
commissural branch of stria terminalis
dorsal fornix
fimbria
medial forebrain bundle
supraoptic commissures
principal mammillary tract
mammillothalamic tract
mammillotegmental tract
mammillary peduncle
stria medullaris
fasciculus retroflexus
habenular commissure
third ventricle
cerebral aqueduct
"central canal, spinal cord/medulla"
subependymal zone
choroid plexus
lateral recess
lateral forebrain bundle system
extrapyramidal fiber systems
medial forebrain bundle system
lateral ventricle
fourth ventricle
Cerebral cortex
Cerebral nuclei
Interbrain
Midbrain
Hindbrain
Cerebellar cortex
Cerebellar nuclei
olfactory nerve
optic nerve
oculomotor nerve
trigeminal nerve
facial nerve
vestibulocochlear nerve
vagus nerve
dorsal roots
cerebellar peduncles
corpus callosum
corticospinal tract
thalamus related
cerebral nuclei related
tectospinal pathway
rubrospinal tract
cerebrum related
hypothalamus related
Cortical plate
Cortical subplate
Striatum
Pallidum
Thalamus
Hypothalamus
"Midbrain, sensory related"
"Midbrain, motor related"
"Midbrain, behavioral state related"
Pons
Medulla
Vermal regions
Hemispheric regions
sensory root of the trigeminal nerve
cervicothalamic tract
superior cerebelar peduncles
inferior cerebellar peduncle
"corpus callosum, anterior forceps"
fornix system
stria terminalis
mammillary related
epithalamus related
Isocortex
Olfactory areas
Hippocampal formation
Endopiriform nucleus
Basolateral amygdalar nucleus
Basomedial amygdalar nucleus
Striatum dorsal region
Striatum ventral region
Lateral septal complex
Striatum-like amygdalar nuclei
"Pallidum, dorsal region"
"Pallidum, ventral region"
"Pallidum, medial region"
"Pallidum, caudal region"
"Thalamus, sensory-motor cortex related"
"Thalamus, polymodal association cortex related"
Periventricular zone
Periventricular region
Hypothalamic medial zone
Hypothalamic lateral zone
"Superior colliculus, sensory related"
Inferior colliculus
"Superior colliculus, motor related"
Periaqueductal gray
Pretectal region
Midbrain raphe nuclei
"Pons, sensory related"
"Pons, motor related"
"Pons, behavioral state related"
"Medulla, sensory related"
"Medulla, motor related"
"Medulla, behavioral state related"
Central lobule
Culmen
Ansiform lobule
dorsal column
postcommissural fornix
hippocampal commissures
"Frontal pole, cerebral cortex"
Somatomotor areas
Somatosensory areas
Gustatory areas
Visceral area
Auditory areas
Visual areas
Anterior cingulate area
Prelimbic area
Infralimbic area
Orbital area
Agranular insular area
Retrosplenial area
Posterior parietal association areas
Temporal association areas
Perirhinal area
Ectorhinal area
Accessory olfactory bulb
Taenia tecta
Nucleus of the lateral olfactory tract
Cortical amygdalar area
Hippocampal region
Retrohippocampal region
Lateral septal nucleus
Central amygdalar nucleus
"Cortical amygdalar area, posterior part"
Medial septal complex
Ventral group of the dorsal thalamus
"Geniculate group, dorsal thalamus"
Lateral group of the dorsal thalamus
Anterior group of the dorsal thalamus
Medial group of the dorsal thalamus
Midline group of the dorsal thalamus
Intralaminar nuclei of the dorsal thalamus
"Geniculate group, ventral thalamus"
Epithalamus
Mammillary body
Zona incerta
Interpeduncular nucleus
Parabrachial nucleus
Superior olivary complex
Cochlear nuclei
Dorsal column nuclei
Nucleus ambiguus
Lateral reticular nucleus
Medullary reticular nucleus
"Entorhinal area, lateral part"
"Entorhinal area, medial part, dorsal zone"
Primary motor area
Secondary motor area
Primary somatosensory area
Supplemental somatosensory area
Dorsal auditory area
Primary auditory area
Posterior auditory area
Ventral auditory area
Anterolateral visual area
Anteromedial visual area
Lateral visual area
Primary visual area
Posterolateral visual area
posteromedial visual area
Laterointermediate area
Postrhinal area
"Anterior cingulate area, dorsal part"
"Anterior cingulate area, ventral part"
"Orbital area, lateral part"
"Orbital area, medial part"
"Orbital area, ventrolateral part"
"Agranular insular area, dorsal part"
"Agranular insular area, posterior part"
"Agranular insular area, ventral part"
"Retrosplenial area, lateral agranular part"
"Retrosplenial area, dorsal part"
"Retrosplenial area, ventral part"
Anterior area
Rostrolateral visual area
Ammon's horn
Dentate gyrus
Entorhinal area
Ventral posterior complex of the thalamus
Medial geniculate complex
Dorsal part of the lateral geniculate complex
Anteromedial nucleus
Medial mammillary nucleus
Tuberomammillary nucleus
"Primary somatosensory area, nose"
"Primary somatosensory area, barrel field"
"Primary somatosensory area, lower limb"
"Primary somatosensory area, mouth"
"Primary somatosensory area, upper limb"
"Primary somatosensory area, trunk"
"Primary somatosensory area, unassigned"
Paragigantocellular reticular nucleus
